key,rgb_path,depth_path,paired,rgb_shape,depth_shape,rgb_mtime,depth_mtime,mtime_delta_sec,note
0211,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0211.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0211.png,1,720x1280x3,720x1280,2026-04-15T19:05:12,2026-04-15T19:05:12,0.000,
0212,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0212.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0212.png,1,720x1280x3,720x1280,2026-04-15T19:05:26,2026-04-15T19:05:26,0.000,
0213,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0213.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0213.png,1,720x1280x3,720x1280,2026-04-15T19:05:30,2026-04-15T19:05:30,0.000,
0214,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0214.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0214.png,1,720x1280x3,720x1280,2026-04-15T19:05:38,2026-04-15T19:05:38,0.000,
0215,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0215.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0215.png,1,720x1280x3,720x1280,2026-04-15T19:05:38,2026-04-15T19:05:38,0.000,
0216,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0216.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0216.png,1,720x1280x3,720x1280,2026-04-15T19:05:40,2026-04-15T19:05:40,0.000,
0217,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0217.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0217.png,1,720x1280x3,720x1280,2026-04-15T19:05:40,2026-04-15T19:05:40,0.000,
0218,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0218.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0218.png,1,720x1280x3,720x1280,2026-04-15T19:05:48,2026-04-15T19:05:48,0.000,
0219,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0219.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0219.png,1,720x1280x3,720x1280,2026-04-15T19:05:50,2026-04-15T19:05:50,0.000,
0220,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0220.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0220.png,1,720x1280x3,720x1280,2026-04-15T19:05:50,2026-04-15T19:05:50,0.000,
0221,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0221.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0221.png,1,720x1280x3,720x1280,2026-04-15T19:05:58,2026-04-15T19:05:58,0.000,
0222,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0222.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0222.png,1,720x1280x3,720x1280,2026-04-15T19:06:00,2026-04-15T19:06:00,0.000,
0223,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0223.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0223.png,1,720x1280x3,720x1280,2026-04-15T19:06:00,2026-04-15T19:06:00,0.000,
0224,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0224.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0224.png,1,720x1280x3,720x1280,2026-04-15T19:06:00,2026-04-15T19:06:00,0.000,
0225,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0225.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0225.png,1,720x1280x3,720x1280,2026-04-15T19:06:08,2026-04-15T19:06:08,0.000,
0226,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0226.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0226.png,1,720x1280x3,720x1280,2026-04-15T19:06:08,2026-04-15T19:06:08,0.000,
0227,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0227.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0227.png,1,720x1280x3,720x1280,2026-04-15T19:06:12,2026-04-15T19:06:12,0.000,
0228,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0228.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0228.png,1,720x1280x3,720x1280,2026-04-15T19:06:12,2026-04-15T19:06:12,0.000,
0229,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0229.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0229.png,1,720x1280x3,720x1280,2026-04-15T19:06:14,2026-04-15T19:06:14,0.000,
0230,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0230.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0230.png,1,720x1280x3,720x1280,2026-04-15T19:06:14,2026-04-15T19:06:14,0.000,
0231,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0231.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0231.png,1,720x1280x3,720x1280,2026-04-15T19:06:16,2026-04-15T19:06:16,0.000,
0232,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0232.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0232.png,1,720x1280x3,720x1280,2026-04-15T19:06:24,2026-04-15T19:06:24,0.000,
0233,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0233.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0233.png,1,720x1280x3,720x1280,2026-04-15T19:06:24,2026-04-15T19:06:24,0.000,
0234,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0234.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0234.png,1,720x1280x3,720x1280,2026-04-15T19:06:24,2026-04-15T19:06:24,0.000,
0235,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0235.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0235.png,1,720x1280x3,720x1280,2026-04-15T19:06:36,2026-04-15T19:06:36,0.000,
0236,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0236.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0236.png,1,720x1280x3,720x1280,2026-04-15T19:06:36,2026-04-15T19:06:36,0.000,
0237,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0237.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0237.png,1,720x1280x3,720x1280,2026-04-15T19:06:38,2026-04-15T19:06:38,0.000,
0238,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0238.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0238.png,1,720x1280x3,720x1280,2026-04-15T19:06:40,2026-04-15T19:06:40,0.000,
0239,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0239.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0239.png,1,720x1280x3,720x1280,2026-04-15T19:06:40,2026-04-15T19:06:40,0.000,
0240,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0240.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0240.png,1,720x1280x3,720x1280,2026-04-15T19:06:42,2026-04-15T19:06:42,0.000,
0241,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0241.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0241.png,1,720x1280x3,720x1280,2026-04-15T19:06:52,2026-04-15T19:06:54,2.000,
0242,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0242.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0242.png,1,720x1280x3,720x1280,2026-04-15T19:06:54,2026-04-15T19:06:54,0.000,
0243,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0243.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0243.png,1,720x1280x3,720x1280,2026-04-15T19:07:02,2026-04-15T19:07:02,0.000,
0244,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0244.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0244.png,1,720x1280x3,720x1280,2026-04-15T19:07:02,2026-04-15T19:07:02,0.000,
0245,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0245.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0245.png,1,720x1280x3,720x1280,2026-04-15T19:07:04,2026-04-15T19:07:04,0.000,
0246,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0246.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0246.png,1,720x1280x3,720x1280,2026-04-15T19:07:04,2026-04-15T19:07:04,0.000,
0247,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0247.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0247.png,1,720x1280x3,720x1280,2026-04-15T19:07:04,2026-04-15T19:07:04,0.000,
0248,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0248.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0248.png,1,720x1280x3,720x1280,2026-04-15T19:07:06,2026-04-15T19:07:06,0.000,
0249,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0249.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0249.png,1,720x1280x3,720x1280,2026-04-15T19:07:14,2026-04-15T19:07:14,0.000,
0250,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0250.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0250.png,1,720x1280x3,720x1280,2026-04-15T19:07:14,2026-04-15T19:07:14,0.000,
0251,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0251.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0251.png,1,720x1280x3,720x1280,2026-04-15T19:07:14,2026-04-15T19:07:14,0.000,
0252,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0252.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0252.png,1,720x1280x3,720x1280,2026-04-15T19:07:14,2026-04-15T19:07:14,0.000,
0253,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0253.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0253.png,1,720x1280x3,720x1280,2026-04-15T19:07:16,2026-04-15T19:07:16,0.000,
0254,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0254.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0254.png,1,720x1280x3,720x1280,2026-04-15T19:07:16,2026-04-15T19:07:16,0.000,
0255,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0255.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0255.png,1,720x1280x3,720x1280,2026-04-15T19:07:22,2026-04-15T19:07:22,0.000,
0256,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0256.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0256.png,1,720x1280x3,720x1280,2026-04-15T19:07:22,2026-04-15T19:07:22,0.000,
0257,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0257.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0257.png,1,720x1280x3,720x1280,2026-04-15T19:07:24,2026-04-15T19:07:24,0.000,
0258,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0258.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0258.png,1,720x1280x3,720x1280,2026-04-15T19:07:26,2026-04-15T19:07:26,0.000,
0259,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0259.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0259.png,1,720x1280x3,720x1280,2026-04-15T19:07:32,2026-04-15T19:07:32,0.000,
0260,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0260.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0260.png,1,720x1280x3,720x1280,2026-04-15T19:07:34,2026-04-15T19:07:34,0.000,
0261,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0261.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0261.png,1,720x1280x3,720x1280,2026-04-15T19:07:34,2026-04-15T19:07:34,0.000,
0262,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0262.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0262.png,1,720x1280x3,720x1280,2026-04-15T19:07:34,2026-04-15T19:07:34,0.000,
0263,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0263.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0263.png,1,720x1280x3,720x1280,2026-04-15T19:07:36,2026-04-15T19:07:36,0.000,
0264,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0264.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0264.png,1,720x1280x3,720x1280,2026-04-15T19:07:42,2026-04-15T19:07:42,0.000,
0265,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0265.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0265.png,1,720x1280x3,720x1280,2026-04-15T19:07:42,2026-04-15T19:07:42,0.000,
0266,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0266.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0266.png,1,720x1280x3,720x1280,2026-04-15T19:07:44,2026-04-15T19:07:44,0.000,
0267,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0267.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0267.png,1,720x1280x3,720x1280,2026-04-15T19:07:44,2026-04-15T19:07:44,0.000,
0268,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0268.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0268.png,1,720x1280x3,720x1280,2026-04-15T19:07:50,2026-04-15T19:07:50,0.000,
0269,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0269.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0269.png,1,720x1280x3,720x1280,2026-04-15T19:07:52,2026-04-15T19:07:52,0.000,
0270,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0270.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0270.png,1,720x1280x3,720x1280,2026-04-15T19:07:52,2026-04-15T19:07:52,0.000,
0271,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0271.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0271.png,1,720x1280x3,720x1280,2026-04-15T19:07:52,2026-04-15T19:07:52,0.000,
0272,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0272.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0272.png,1,720x1280x3,720x1280,2026-04-15T19:08:04,2026-04-15T19:08:04,0.000,
0273,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0273.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0273.png,1,720x1280x3,720x1280,2026-04-15T19:08:04,2026-04-15T19:08:04,0.000,
0274,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0274.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0274.png,1,720x1280x3,720x1280,2026-04-15T19:08:04,2026-04-15T19:08:04,0.000,
0275,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0275.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0275.png,1,720x1280x3,720x1280,2026-04-15T19:08:04,2026-04-15T19:08:04,0.000,
0276,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0276.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0276.png,1,720x1280x3,720x1280,2026-04-15T19:08:12,2026-04-15T19:08:12,0.000,
0277,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0277.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0277.png,1,720x1280x3,720x1280,2026-04-15T19:08:12,2026-04-15T19:08:12,0.000,
0278,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0278.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0278.png,1,720x1280x3,720x1280,2026-04-15T19:08:22,2026-04-15T19:08:22,0.000,
0279,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0279.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0279.png,1,720x1280x3,720x1280,2026-04-15T19:08:24,2026-04-15T19:08:24,0.000,
0280,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0280.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0280.png,1,720x1280x3,720x1280,2026-04-15T19:08:26,2026-04-15T19:08:26,0.000,
0281,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0281.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0281.png,1,720x1280x3,720x1280,2026-04-15T19:08:26,2026-04-15T19:08:26,0.000,
0282,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0282.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0282.png,1,720x1280x3,720x1280,2026-04-15T19:08:26,2026-04-15T19:08:26,0.000,
0283,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0283.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0283.png,1,720x1280x3,720x1280,2026-04-15T19:08:34,2026-04-15T19:08:34,0.000,
0284,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0284.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0284.png,1,720x1280x3,720x1280,2026-04-15T19:08:34,2026-04-15T19:08:34,0.000,
0285,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0285.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0285.png,1,720x1280x3,720x1280,2026-04-15T19:08:36,2026-04-15T19:08:36,0.000,
0286,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0286.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0286.png,1,720x1280x3,720x1280,2026-04-15T19:08:36,2026-04-15T19:08:36,0.000,
0287,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0287.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0287.png,1,720x1280x3,720x1280,2026-04-15T19:08:36,2026-04-15T19:08:36,0.000,
0288,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0288.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0288.png,1,720x1280x3,720x1280,2026-04-15T19:08:36,2026-04-15T19:08:36,0.000,
0289,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0289.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0289.png,1,720x1280x3,720x1280,2026-04-15T19:08:38,2026-04-15T19:08:38,0.000,
0290,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0290.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0290.png,1,720x1280x3,720x1280,2026-04-15T19:08:38,2026-04-15T19:08:38,0.000,
0291,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0291.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0291.png,1,720x1280x3,720x1280,2026-04-15T19:08:48,2026-04-15T19:08:48,0.000,
0292,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0292.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0292.png,1,720x1280x3,720x1280,2026-04-15T19:08:50,2026-04-15T19:08:50,0.000,
0293,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0293.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0293.png,1,720x1280x3,720x1280,2026-04-15T19:09:04,2026-04-15T19:09:04,0.000,
0294,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0294.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0294.png,1,720x1280x3,720x1280,2026-04-15T19:09:04,2026-04-15T19:09:04,0.000,
0295,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0295.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0295.png,1,720x1280x3,720x1280,2026-04-15T19:09:06,2026-04-15T19:09:06,0.000,
0296,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0296.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0296.png,1,720x1280x3,720x1280,2026-04-15T19:09:10,2026-04-15T19:09:10,0.000,
0297,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0297.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0297.png,1,720x1280x3,720x1280,2026-04-15T19:09:10,2026-04-15T19:09:10,0.000,
0298,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0298.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0298.png,1,720x1280x3,720x1280,2026-04-15T19:09:16,2026-04-15T19:09:16,0.000,
0299,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0299.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0299.png,1,720x1280x3,720x1280,2026-04-15T19:09:18,2026-04-15T19:09:18,0.000,
0300,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0300.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0300.png,1,720x1280x3,720x1280,2026-04-15T19:09:18,2026-04-15T19:09:18,0.000,
0301,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0301.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0301.png,1,720x1280x3,720x1280,2026-04-15T19:09:18,2026-04-15T19:09:18,0.000,
0302,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0302.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0302.png,1,720x1280x3,720x1280,2026-04-15T19:09:26,2026-04-15T19:09:26,0.000,
0303,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0303.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0303.png,1,720x1280x3,720x1280,2026-04-15T19:09:26,2026-04-15T19:09:26,0.000,
0304,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0304.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0304.png,1,720x1280x3,720x1280,2026-04-15T19:09:26,2026-04-15T19:09:26,0.000,
0305,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0305.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0305.png,1,720x1280x3,720x1280,2026-04-15T19:09:44,2026-04-15T19:09:44,0.000,
0306,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\test\0306.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0306.png,1,720x1280x3,720x1280,2026-04-15T19:09:46,2026-04-15T19:09:46,0.000,
0307,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0307.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0307.png,1,720x1280x3,720x1280,2026-04-15T19:09:46,2026-04-15T19:09:46,0.000,
0308,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0308.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0308.png,1,720x1280x3,720x1280,2026-04-15T19:09:54,2026-04-15T19:09:54,0.000,
0309,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0309.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0309.png,1,720x1280x3,720x1280,2026-04-15T19:09:56,2026-04-15T19:09:56,0.000,
0310,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0310.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0310.png,1,720x1280x3,720x1280,2026-04-15T19:09:56,2026-04-15T19:09:56,0.000,
0311,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\val\0311.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0311.png,1,720x1280x3,720x1280,2026-04-15T19:09:56,2026-04-15T19:09:56,0.000,
0312,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0312.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0312.png,1,720x1280x3,720x1280,2026-04-15T19:10:02,2026-04-15T19:10:02,0.000,
0313,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\image\train\0313.png,C:\git_lib\YOLO_test\ultralytics\rgbd_data_mass_1\depth_aligned\0313.png,1,720x1280x3,720x1280,2026-04-15T19:10:02,2026-04-15T19:10:02,0.000,
